concept_id,concept_name,concept_code,vocabulary_id
37033302,Common Ragweed (Ambrosia elatior) Ab,LP37035-0,LOINC
37074900,Giant Ragweed (Ambrosia trifida) IgG,LP37036-8,LOINC
37041563,Giant Ragweed (Ambrosia trifida) Ab,LP37037-6,LOINC
40779705,Amoeba identified,LP37038-4,LOINC
40779706,Amphiphysin Ab,LP37039-2,LOINC
37033683,Ampicillin IgG,LP37040-0,LOINC
40796197,Ampicillin Ab,LP37041-8,LOINC
37066897,Ampicillin IgM,LP37042-6,LOINC
37069393,Pineapple (Ananas comosus) Ab,LP37049-1,LOINC
37072990,Anaplasma marginale Ab,LP37050-9,LOINC
37029458,Anaplasma marginale Ag,LP37051-7,LOINC
37036845,Anaplasma marginale DNA,LP37052-5,LOINC
40789633,Anaplasma phagocytophilum Ab,LP37053-3,LOINC
40776361,Anaplasma phagocytophilum IgG,LP37054-1,LOINC
40776362,Anaplasma phagocytophilum IgM,LP37055-8,LOINC
40779707,Anaplasma phagocytophilum DNA,LP37056-6,LOINC
40789634,Anaplasma sp identified,LP37057-4,LOINC
37057772,Ancylostoma sp Ab,LP37058-2,LOINC
37048061,Dill (Anethum graveolens) IgG,LP37059-0,LOINC
37047774,Dill (Anethum graveolens) Ab,LP37060-8,LOINC
37043394,Angiostrongylus cantonensis Ab,LP37061-6,LOINC
37052147,Angiostrongylus cantonensis DNA,LP37062-4,LOINC
37076748,Angiostrongylus costaricensis Ab,LP37063-2,LOINC
37036711,Angiostrongylus costaricensis DNA,LP37064-0,LOINC
40783052,Annexin V Ab,LP37066-5,LOINC
37048960,Annexin V IgM,LP37067-3,LOINC
40773036,Antithrombin Ag,LP37069-9,LOINC
37065565,Honey bee (Apis mellifera) IgG,LP37070-7,LOINC
37040276,Honey bee (Apis mellifera) Ab,LP37071-5,LOINC
37076155,Celery (Apium graveolens) IgG,LP37072-3,LOINC
37033243,Celery (Apium graveolens) Ab,LP37073-1,LOINC
37033476,Peanut (Arachis hypogaea) IgG,LP37074-9,LOINC
37073635,Peanut (Arachis hypogaea) Ab,LP37075-6,LOINC
40776363,Arbovirus Ab,LP37076-4,LOINC
37039670,Arbovirus IgG,LP37077-2,LOINC
37042168,Arbovirus IgM,LP37078-0,LOINC
40796198,Arbovirus identified,LP37079-8,LOINC
37046205,Arbovirus NOS Ab,LP37080-6,LOINC
37028763,Arenavirus RNA,LP37081-4,LOINC
37030764,Horseradish (Armoracia rusticana) IgG,LP37082-2,LOINC
37033665,Horseradish (Armoracia rusticana) Ab,LP37083-0,LOINC
37065228,Wormwood (Artemisia absinthium) IgG,LP37084-8,LOINC
37041369,Wormwood (Artemisia absinthium) Ab,LP37085-5,LOINC
37075469,Sagebrush (Artemisia tridentata) IgG,LP37086-3,LOINC
37022814,Sagebrush (Artemisia tridentata) Ab,LP37087-1,LOINC
37054249,Mugwort (Artemisia vulgaris) IgG,LP37088-9,LOINC
37043834,Mugwort (Artemisia vulgaris) Ab,LP37089-7,LOINC
37078818,Arthropod identified,LP37090-5,LOINC
37030088,Asbestos identified,LP37091-3,LOINC
40783053,Ascaris lumbricoides Ab,LP37092-1,LOINC
37033505,Ascaris lumbricoides IgG,LP37093-9,LOINC
37031688,Ascaris lumbricoides IgM,LP37094-7,LOINC
37034412,Ascaris sp IgG,LP37100-2,LOINC
37024311,Ascaris sp IgM,LP37101-0,LOINC
37072833,Asialoganglioside GM2 Ab,LP37107-7,LOINC
37029334,Asparagus (Asparagus officinalis) IgG,LP37108-5,LOINC
37074630,Asparagus (Asparagus officinalis) Ab,LP37109-3,LOINC
40776364,Aspergillus amstelodami Ab,LP37110-1,LOINC
37062902,Aspergillus clavatus Ab,LP37111-9,LOINC
40773038,Aspergillus flavus Ab,LP37112-7,LOINC
37058465,Aspergillus flavus IgG,LP37113-5,LOINC
37042202,Aspergillus flavus B Ab,LP37114-3,LOINC
37075885,Aspergillus flavus H Ab,LP37115-0,LOINC
40773039,Aspergillus fumigatus Ab,LP37116-8,LOINC
40776365,Aspergillus fumigatus IgG,LP37117-6,LOINC
37072888,Aspergillus fumigatus IgM,LP37118-4,LOINC
37044283,Aspergillus fumigatus Ag,LP37119-2,LOINC
40786345,Aspergillus fumigatus 1 Ab,LP37120-0,LOINC
37050843,Aspergillus fumigatus 2 Ab,LP37121-8,LOINC
37069769,Aspergillus fumigatus 3 Ab,LP37122-6,LOINC
40796200,Aspergillus fumigatus 6 Ab,LP37123-4,LOINC
37031258,Aspergillus fumigatus B Ab,LP37124-2,LOINC
37049616,Aspergillus fumigatus H Ab,LP37125-9,LOINC
37055171,Aspergillus fumigatus O Ab,LP37126-7,LOINC
37031407,Aspergillus glaucus Ab,LP37127-5,LOINC
40773040,Aspergillus nidulans Ab,LP37128-3,LOINC
40786346,Aspergillus nidulans IgG,LP37129-1,LOINC
37025711,Aspergillus nidulans B Ab,LP37130-9,LOINC
37063597,Aspergillus nidulans H Ab,LP37131-7,LOINC
40792890,Aspergillus niger Ab,LP37132-5,LOINC
37072139,Aspergillus niger IgG,LP37133-3,LOINC
37034877,Aspergillus niger B Ab,LP37134-1,LOINC
37036562,Aspergillus niger H Ab,LP37135-8,LOINC
40779708,Aspergillus sp Ab,LP37136-6,LOINC
37055317,Aspergillus sp IgA,LP37137-4,LOINC
40789637,Aspergillus sp IgG,LP37138-2,LOINC
37056275,Aspergillus sp IgM,LP37139-0,LOINC
40786348,Aspergillus terreus Ab,LP37141-6,LOINC
40776366,Aspergillus versicolor Ab,LP37142-4,LOINC
37061679,Astrovirus Ag,LP37143-2,LOINC
37047610,Avian adenovirus 127 Ab,LP37150-7,LOINC
37022135,Avian adenovirus 2 Ab,LP37151-5,LOINC
37058545,Avian adenovirus 2 Ag,LP37152-3,LOINC
40776367,Avian encephalomyelitis virus Ab,LP37153-1,LOINC
37064247,Avian hemorrhagic enteritis virus Ab,LP37154-9,LOINC
37068434,Avian infectious laryngotracheitis virus Ab,LP37155-6,LOINC
40779709,Avian infectious laryngotracheitis virus Ag,LP37156-4,LOINC
40779710,Avian leukosis virus Ag,LP37157-2,LOINC
37043379,Avian orthoreovirus Ag,LP37158-0,LOINC
37076513,Avian paramyxovirus 1 Ab,LP37159-8,LOINC
37067140,Avian paramyxovirus 1 Ag,LP37160-6,LOINC
37068895,Avian paramyxovirus 1 identified,LP37161-4,LOINC
37064456,Avian paramyxovirus 1 RNA,LP37162-2,LOINC
37024553,Avian paramyxovirus 1.exotic RNA,LP37163-0,LOINC
37021922,Avian paramyxovirus 2 Ab,LP37164-8,LOINC
37034250,Avian paramyxovirus 3 Ab,LP37165-5,LOINC
37030093,Avian paramyxovirus 6 Ab,LP37166-3,LOINC
37026828,Avian paramyxovirus 7 Ab,LP37167-1,LOINC
37023342,Avian paramyxovirus 8 Ab,LP37168-9,LOINC
37070350,Avian paramyxovirus 9 Ab,LP37169-7,LOINC
37073087,Avian metapneumovirus A Ab,LP37171-3,LOINC
37029750,Avian metapneumovirus B Ab,LP37172-1,LOINC
37078538,Avian metapneumovirus C Ab,LP37173-9,LOINC
37031812,Avian pox virus Ab,LP37174-7,LOINC
37055849,Avian pox virus DNA,LP37175-4,LOINC
37030540,Avian reovirus Ab,LP37176-2,LOINC
40773041,Ax Ag,LP37178-8,LOINC
40776368,B Ab,LP37179-6,LOINC
40786350,B Ag,LP37180-4,LOINC
40786351,B variant subtype Ab,LP37182-0,LOINC
37071458,Babesia bigemina Ab,LP37183-8,LOINC
37067202,Babesia bovis Ab,LP37184-6,LOINC
37027267,Babesia caballi Ab,LP37185-3,LOINC
37059110,Babesia caballi rRNA,LP37186-1,LOINC
37035172,Babesia canis Ab,LP37187-9,LOINC
37064276,Babesia divergens Ab,LP37188-7,LOINC
40789638,Babesia microti Ab,LP37189-5,LOINC
40779713,Babesia sp Ab,LP37194-5,LOINC
37060150,Babesia sp IgG,LP37195-2,LOINC
37051478,Babesia sp IgM,LP37196-0,LOINC
40786353,Babesia sp DNA,LP37197-8,LOINC
40776369,Babesia sp identified,LP37198-6,LOINC
37058603,Babesia duncani Ab,LP37199-4,LOINC
40786354,Bacillus anthracis Ab,LP37200-0,LOINC
40783056,Bacillus anthracis Ag,LP37201-8,LOINC
37076460,Bacillus anthracis DNA,LP37202-6,LOINC
37034933,Bactericidal Permeability-Increasing Protein IgG,LP37206-7,LOINC
40789639,Bactericidal Permeability-Increasing Protein Ab,LP37207-5,LOINC
37056120,Bacteroides fragilis IgG,LP37208-3,LOINC
40783058,Bacteroides fragilis Ab,LP37209-1,LOINC
37051888,Bacteroides fragilis IgM,LP37210-9,LOINC
37050720,Bacteroides fragilis Ag,LP37211-7,LOINC
37050538,Bacteroides melaninogenicus Ag,LP37212-5,LOINC
37034055,Balamuthia mandrillaris DNA,LP37213-3,LOINC
37063018,Banzi virus Ab,LP37214-1,LOINC
37060308,Barmah forest virus IgG,LP37215-8,LOINC
40789640,Barmah forest virus Ab,LP37216-6,LOINC
37064934,Barmah forest virus IgM,LP37217-4,LOINC
40776370,Bartonella elizabethae Ab,LP37218-2,LOINC
40796201,Bartonella henselae Ab,LP37219-0,LOINC
40789641,Bartonella henselae IgG,LP37220-8,LOINC
40786355,Bartonella henselae IgM,LP37221-6,LOINC
40786356,Bartonella henselae DNA,LP37222-4,LOINC
40796202,Bartonella quintana Ab,LP37223-2,LOINC
40779714,Bartonella quintana IgG,LP37224-0,LOINC
40776371,Bartonella quintana IgM,LP37225-7,LOINC
40792892,Bartonella quintana DNA,LP37226-5,LOINC
40786357,Bartonella sp Ab,LP37227-3,LOINC
40796203,Bartonella sp IgG,LP37228-1,LOINC
40779715,Bartonella sp IgM,LP37229-9,LOINC
40789642,Bartonella sp DNA,LP37230-7,LOINC
40773042,Bartonella sp identified,LP37231-5,LOINC
40789643,Basement membrane Ab,LP37232-3,LOINC
37023783,Basement membrane IgA,LP37233-1,LOINC
37047686,Basement membrane IgG,LP37234-9,LOINC
37068362,Basement membrane IgM,LP37235-6,LOINC
40792893,Basement membrane zone Ab,LP37236-4,LOINC
37028509,Basement membrane zone IgG,LP37237-2,LOINC
37032592,Basement membrane zone BP180 Ab,LP37238-0,LOINC
37041392,BCL2 Ag,LP37239-8,LOINC
37073392,Black Bean IgG,LP37240-6,LOINC
37053818,Black Bean Ab,LP37241-4,LOINC
37060655,Green Bean IgG,LP37242-2,LOINC
37052386,Beef Ab,LP37256-2,LOINC
37031668,Beet IgG,LP37257-0,LOINC
37050243,Beet Ab,LP37258-8,LOINC
37029599,Benzene ring IgG,LP37259-6,LOINC
40796204,Benzene ring Ab,LP37260-4,LOINC
37045791,Benzene ring IgM,LP37261-2,LOINC
40773045,Beta 2 glycoprotein 1 IgG,LP37266-1,LOINC
40786358,Beta 2 glycoprotein 1 IgM,LP37267-9,LOINC
37025545,Beta lactamase organism identified,LP37268-7,LOINC
37047812,Beta lactoglobulin IgG,LP37269-5,LOINC
37062320,Beta lactoglobulin Ab,LP37270-3,LOINC
37062645,Beta tubulin IgG,LP37271-1,LOINC
40783059,Beta tubulin Ab,LP37272-9,LOINC
37067169,Beta tubulin IgM,LP37273-7,LOINC
37024933,Beta-2-microglobulin amyloid Ag,LP37274-5,LOINC
37069943,Silver Birch (Betula verrucosa) IgG,LP37275-2,LOINC
37035460,Silver Birch (Betula verrucosa) Ab,LP37276-0,LOINC
37036249,Bile canalicular Ab,LP37277-8,LOINC
40792894,BK virus Ab,LP37278-6,LOINC
40792895,BK virus DNA,LP37279-4,LOINC
40779716,Blastomyces dermatitidis Ab,LP37280-2,LOINC
40783060,Blastomyces dermatitidis IgG,LP37281-0,LOINC
37032176,Bluetongue virus Ab,LP37288-5,LOINC
40789644,Bluetongue virus Ag,LP37289-3,LOINC
37025400,Bluetongue virus RNA,LP37290-1,LOINC
37059901,Bluetongue virus 10 Ab,LP37291-9,LOINC
37068931,Bluetongue virus 11 Ab,LP37292-7,LOINC
37022806,Bluetongue virus 13 Ab,LP37293-5,LOINC
37031826,Bluetongue virus 17 Ab,LP37294-3,LOINC
37078978,Bluetongue virus 2 Ab,LP37295-0,LOINC
40789645,Bombay Ag,LP37297-6,LOINC
37076520,Bombesin Ag,LP37298-4,LOINC
37023472,Border disease virus Ab,LP37299-2,LOINC
40776372,Border disease virus Ag,LP37300-8,LOINC
40783061,Border disease virus RNA,LP37301-6,LOINC
37065016,Bordetella avium Ab,LP37302-4,LOINC
37068355,Bordetella bronchiseptica Ab,LP37303-2,LOINC
37067931,Bordetella bronchiseptica Ag,LP37304-0,LOINC
40773047,Bordetella bronchiseptica DNA,LP37305-7,LOINC
40796205,Bordetella parapertussis Ab,LP37306-5,LOINC
37074169,Bordetella pertussis IgM,LP37312-3,LOINC
40786360,Bordetella pertussis Ag,LP37313-1,LOINC
40786361,Bordetella pertussis DNA,LP37314-9,LOINC
37065186,Bordetella pertussis Higashi-Hama Ab,LP37315-6,LOINC
37070710,Bordetella pertussis Yamaguchi Ab,LP37316-4,LOINC
37038986,Bordetella pertussis filamentous hemagglutinin IgA,LP37317-2,LOINC
40783062,Bordetella pertussis filamentous hemagglutinin Ab,LP37318-0,LOINC
37063864,Bordetella pertussis filamentous hemagglutinin IgG,LP37319-8,LOINC
37022089,Bordetella pertussis filamentous hemagglutinin IgM,LP37320-6,LOINC
37075062,Bordetella pertussis secretory IgA,LP37321-4,LOINC
37057411,Bordetella pertussis secretory Ab,LP37322-2,LOINC
37057149,Bordetella pertussis.pertussis toxin Ab.IgA,LP37323-0,LOINC
40789648,Borrelia burgdorferi DNA,LP37334-7,LOINC
40796207,Borrelia burgdorferi 18kD Ab,LP37335-4,LOINC
40786363,Borrelia burgdorferi 18kD IgG,LP37336-2,LOINC
40786364,Borrelia burgdorferi 21kD IgG,LP37337-0,LOINC
37034586,Borrelia burgdorferi 21kD Ab,LP37338-8,LOINC
40796208,Borrelia burgdorferi 23kD Ab,LP37339-6,LOINC
40773049,Borrelia burgdorferi 23kD IgG,LP37340-4,LOINC
40779718,Borrelia burgdorferi 23kD IgM,LP37341-2,LOINC
40773050,Borrelia burgdorferi 25kD Ab,LP37342-0,LOINC
37077334,Borrelia burgdorferi 25kD IgM,LP37343-8,LOINC
40796209,Borrelia burgdorferi 28kD Ab,LP37344-6,LOINC
40796210,Borrelia burgdorferi 28kD IgG,LP37345-3,LOINC
40776374,Borrelia burgdorferi 29kD Ab,LP37346-1,LOINC
40786365,Borrelia burgdorferi 30kD Ab,LP37347-9,LOINC
40779719,Borrelia burgdorferi 30kD IgG,LP37348-7,LOINC
40773051,Borrelia burgdorferi 31kD IgG,LP37349-5,LOINC
40773052,Borrelia burgdorferi 31kD Ab,LP37350-3,LOINC
40776375,Borrelia burgdorferi 31kD IgM,LP37351-1,LOINC
40786366,Borrelia burgdorferi 34kD IgG,LP37352-9,LOINC
40776376,Borrelia burgdorferi 34kD Ab,LP37353-7,LOINC
40776377,Borrelia burgdorferi 34kD IgM,LP37354-5,LOINC
40786367,Borrelia burgdorferi 39kD Ab,LP37355-2,LOINC
40783064,Borrelia burgdorferi 39kD IgG,LP37356-0,LOINC
40786368,Borrelia burgdorferi 39kD IgM,LP37357-8,LOINC
40786369,Borrelia burgdorferi 41kD Ab,LP37358-6,LOINC
40796211,Borrelia burgdorferi 41kD IgG,LP37359-4,LOINC
40796212,Borrelia burgdorferi 45kD IgG,LP37362-8,LOINC
40779720,Borrelia burgdorferi 47kD Ab,LP37363-6,LOINC
40779721,Borrelia burgdorferi 58kD Ab,LP37364-4,LOINC
40773053,Borrelia burgdorferi 66kD IgG,LP37367-7,LOINC
37071829,Borrelia burgdorferi 66kD IgM,LP37368-5,LOINC
40776379,Borrelia burgdorferi 88kD Ab,LP37369-3,LOINC
40773054,Borrelia burgdorferi 93kD Ab,LP37370-1,LOINC
40779723,Borrelia burgdorferi C6 Ab,LP37373-5,LOINC
40792898,Borrelia garinii Ab,LP37375-0,LOINC
37075773,Borrelia garinii IgM,LP37376-8,LOINC
37025736,Borrelia hermsii IgG,LP37378-4,LOINC
37064031,Borrelia hermsii IgM,LP37379-2,LOINC
37064861,Botrytis cinerea IgG,LP37383-4,LOINC
37026911,Bovine adenovirus 5 Ag,LP37386-7,LOINC
37066890,Bovine coronavirus Ag,LP37387-5,LOINC
40773055,Bovine diarrhea virus RNA,LP37390-9,LOINC
37072090,Bovine diarrhea virus 1 Ab,LP37391-7,LOINC
37024374,Bovine diarrhea virus 2 Ab,LP37392-5,LOINC
37034376,Bovine diarrhea virus 2 Ag,LP37393-3,LOINC
40786372,Bovine herpesvirus 1 Ag,LP37395-8,LOINC
40789649,Bovine herpesvirus 4 Ag,LP37398-2,LOINC
40779725,Bovine leukemia virus Ab,LP37401-4,LOINC
37055284,Bovine leukemia virus Ag,LP37402-2,LOINC
40789650,Bovine leukemia virus RNA,LP37403-0,LOINC
37050877,Bovine papular stomatitis virus Ag,LP37405-5,LOINC
37078185,Bovine parainfluenza virus 3 Ag,LP37406-3,LOINC
37025097,Bovine parvovirus Ag,LP37407-1,LOINC
40783066,Bovine respiratory syncytial virus Ag,LP37408-9,LOINC
37058525,BR-2 Ag,LP37411-3,LOINC
37055521,Cabbage (Brassica oleracea var capitata) IgG,LP37417-0,LOINC
37046279,Cabbage (Brassica oleracea var capitata) Ab,LP37418-8,LOINC
37077705,Brussel Sprouts (Brassica oleracea var gemmifera) IgG,LP37419-6,LOINC
37033552,Brussel Sprouts (Brassica oleracea var gemmifera) Ab,LP37420-4,LOINC
37054987,Broccoli (Brassica oleracea var italica) IgG,LP37421-2,LOINC
37065351,Broccoli (Brassica oleracea var italica) Ab,LP37422-0,LOINC
37067465,BRCA2 Ag,LP37425-3,LOINC
37025739,Brome (Bromus inermis) Ab,LP37427-9,LOINC
40776381,Brucella abortus Ab,LP37428-7,LOINC
37074655,Brucella abortus IgA,LP37429-5,LOINC
40776382,Brucella abortus IgG,LP37430-3,LOINC
40773056,Brucella abortus IgM,LP37431-1,LOINC
37052080,Brucella abortus DNA,LP37432-9,LOINC
40792901,Brucella canis Ab,LP37433-7,LOINC
40786374,Brucella canis IgM,LP37435-2,LOINC
40792902,Brucella melitensis Ab,LP37436-0,LOINC
37048313,Brucella melitensis DNA,LP37437-8,LOINC
37059448,Brucella ovis Ab,LP37438-6,LOINC
37041681,Brucella sp IgG,LP37441-0,LOINC
37027396,Brucella sp IgM,LP37442-8,LOINC
40773057,Brucella sp identified,LP37445-1,LOINC
37068929,Brugia malayi Ab,LP37448-5,LOINC
37045729,Brush border Ab,LP37449-3,LOINC
37063230,Buccal mucosa Ab,LP37450-1,LOINC
37044089,Burkholderia mallei Ab,LP37451-9,LOINC
37049325,Burkholderia sp DNA,LP37456-8,LOINC
37022400,Burkholderia sp identified,LP37457-6,LOINC
40776386,Ce Ab,LP37460-0,LOINC
40773059,C sup(w) Ab,LP37462-6,LOINC
40792904,C sup(x) Ag,LP37465-9,LOINC
40776387,Cache valley virus RNA,LP37468-3,LOINC
37041963,California encephalitis virus Ab,LP37472-5,LOINC
37071171,California encephalitis virus IgG,LP37473-3,LOINC
37071657,California encephalitis virus IgM,LP37474-1,LOINC
40789652,California Serogroup RNA,LP37475-8,LOINC
37075506,Tea (Camellia sinensis) IgG,LP37476-6,LOINC
37027032,Tea (Camellia sinensis) Ab,LP37477-4,LOINC
40783067,Campylobacter coli rRNA,LP37478-2,LOINC
40792905,Campylobacter fetus Ab,LP37479-0,LOINC
40783068,Campylobacter fetus ss venerealis Ab,LP37481-6,LOINC
37021698,Campylobacter jejuni IgG,LP37484-0,LOINC
40776388,Campylobacter jejuni rRNA,LP37486-5,LOINC
40789654,Campylobacter lari rRNA,LP37487-3,LOINC
37051796,Campylobacter sp IgA,LP37489-9,LOINC
37027463,Campylobacter sp IgG,LP37490-7,LOINC
40773060,Campylobacter sp rRNA,LP37492-3,LOINC
37032185,Canarypox virus Ag,LP37494-9,LOINC
37068491,Candida albicans Ag,LP37500-3,LOINC
40796215,Candida sp IgA,LP37502-9,LOINC
40789657,Candida sp IgG,LP37503-7,LOINC
40789658,Candida sp DNA,LP37506-0,LOINC
40789659,Candida sp identified,LP37507-8,LOINC
37041344,Canine adenovirus 1 Ab,LP37509-4,LOINC
37030244,Canine coronavirus Ab,LP37510-2,LOINC
40779727,Canine distemper virus Ab,LP37512-8,LOINC
40786379,Canine distemper virus Ag,LP37515-1,LOINC
37073863,Canine herpesvirus Ab,LP37516-9,LOINC
37022687,Canine herpesvirus Ag,LP37517-7,LOINC
37074469,Canine parainfluenza virus 2 Ag,LP37518-5,LOINC
40783071,Canine parvovirus Ab,LP37519-3,LOINC
37075109,Canine parvovirus IgG,LP37520-1,LOINC
40773061,Canine parvovirus Ag,LP37522-7,LOINC
37064148,Canine parvovirus DNA,LP37523-5,LOINC
40796217,Caprine arthritis encephalitis virus Ab,LP37524-3,LOINC
37033839,Caprine arthritis encephalitis virus Ag,LP37525-0,LOINC
37028571,Caprine arthritis encephalitis virus DNA,LP37526-8,LOINC
40792908,Caprine parapoxvirus Ab,LP37528-4,LOINC
37078041,Capripox virus Ab,LP37529-2,LOINC
40779728,Capripox virus Ag,LP37530-0,LOINC
37077760,Capripox virus DNA,LP37531-8,LOINC
37026723,Chili Pepper (Capsicum frutescens) IgG,LP37534-2,LOINC
37053637,Chili Pepper (Capsicum frutescens) Ab,LP37535-9,LOINC
40773062,Cardiolipin IgA,LP37536-7,LOINC
40789660,Cardiolipin IgM,LP37538-3,LOINC
37038644,Safflower (Carthamus tinctorius) IgG,LP37539-1,LOINC
37064169,Pecan or Hickory Nut (Carya illinoinensis nut) Ab,LP37542-5,LOINC
37039295,White Hickory (Carya tomentosa) Ab,LP37544-1,LOINC
37078215,Casein IgG,LP37547-4,LOINC
37055054,CD10 Ag,LP37552-4,LOINC
40792910,CD117 Ag,LP37553-2,LOINC
37025489,CD11c Ag,LP37554-0,LOINC
37048484,CD122 Ag,LP37555-7,LOINC
40773063,CD15 Ag,LP37556-5,LOINC
37042231,CD16 Ag,LP37557-3,LOINC
37022968,CD19 Ag,LP37558-1,LOINC
37072994,CD20 Ag,LP37559-9,LOINC
37060346,CD25 Ag,LP37562-3,LOINC
37072430,CD3 Ag,LP37563-1,LOINC
37047633,CD30 Ag,LP37564-9,LOINC
37046792,CD45 Ag,LP37567-2,LOINC
37078302,CD45RO Ag,LP37568-0,LOINC
37058524,CD5 Ag,LP37569-8,LOINC
37025644,CD56 Ag,LP37570-6,LOINC
37046385,CD66e Ag,LP37572-2,LOINC
37032598,Cells identified,LP37576-3,LOINC
37070020,Cephalosporine mold Ab,LP37580-5,LOINC
37025646,Chaetomium globosum IgG,LP37581-3,LOINC
37050714,Chaetomium globosum Ab,LP37582-1,LOINC
37040699,American Cheese Ab,LP37584-7,LOINC
37040844,Cheese cheddar type Ab,LP37586-2,LOINC
37031929,Cottage Cheese Ab,LP37588-8,LOINC
37039046,Mozzarella Cheese IgG,LP37591-2,LOINC
37074362,Mozzarella Cheese Ab,LP37592-0,LOINC
37050180,Swiss Cheese IgG,LP37593-8,LOINC
37067584,Swiss Cheese Ab,LP37594-6,LOINC
37023810,Goosefoot (Chenopodium album) IgG,LP37595-3,LOINC
37049926,Goosefoot (Chenopodium album) Ab,LP37596-1,LOINC
37068722,Chicken IgG,LP37597-9,LOINC
37043348,Chicken anemia virus Ab,LP37599-5,LOINC
37037903,Chicken feather IgG,LP37600-1,LOINC
37070015,Chicken feather Ab,LP37601-9,LOINC
37076128,Chicken serum proteins Ab,LP37604-3,LOINC
40783072,Chikungunya virus Ab,LP37605-0,LOINC
37027584,Chlamydia sp IgA,LP37607-6,LOINC
40776389,Chlamydia sp DNA,LP37611-8,LOINC
40786381,Chlamydia sp identified,LP37612-6,LOINC
40792912,Chlamydia trachomatis Ab,LP37613-4,LOINC
40792914,Chlamydia trachomatis Ag,LP37617-5,LOINC
40786382,Chlamydia trachomatis DNA,LP37618-3,LOINC
40779730,Chlamydia trachomatis rRNA,LP37619-1,LOINC
40773067,Chlamydia trachomatis B Ab,LP37620-9,LOINC
37050722,Chlamydia trachomatis B IgA,LP37621-7,LOINC
37070461,Chlamydia trachomatis B IgG,LP37622-5,LOINC
37023069,Chlamydia trachomatis B IgM,LP37623-3,LOINC
40796218,Chlamydia trachomatis C Ab,LP37624-1,LOINC
37028136,Chlamydia trachomatis C IgA,LP37625-8,LOINC
37043675,Chlamydia trachomatis C IgM,LP37627-4,LOINC
37043292,Chlamydia trachomatis day Ab,LP37628-2,LOINC
37041064,Chlamydia trachomatis D+E+F+G+H+I+J+K IgA,LP37629-0,LOINC
37055592,Chlamydia trachomatis D+E+F+G+H+I+J+K IgG,LP37631-6,LOINC
37032770,Chlamydia trachomatis D+E+F+G+H+I+J+K IgM,LP37632-4,LOINC
37056416,Chlamydia trachomatis D+K IgA,LP37633-2,LOINC
40796219,Chlamydia trachomatis D+K Ab,LP37634-0,LOINC
37075612,Chlamydia trachomatis D+K IgG,LP37635-7,LOINC
37066179,Chlamydia trachomatis D+K IgM,LP37636-5,LOINC
37073911,Chlamydia trachomatis E Ab,LP37637-3,LOINC
37045274,Chlamydia trachomatis G+F+K IgA,LP37640-7,LOINC
37033255,Chlamydia trachomatis G+F+K IgM,LP37642-3,LOINC
37053051,Chlamydia trachomatis I IgM,LP37645-6,LOINC
40796220,Chlamydia trachomatis L2 Ab,LP37647-2,LOINC
37041576,Chlamydia trachomatis L2 IgA,LP37648-0,LOINC
37059741,Chlamydia trachomatis L2 IgM,LP37650-6,LOINC
40773068,Chlamydia trachomatis+Neisseria gonorrhoeae DNA,LP37651-4,LOINC
40779731,Chlamydophila pneumoniae IgG,LP37654-8,LOINC
40776391,Chlamydophila pneumoniae Ag,LP37656-3,LOINC
40773069,Chlamydophila pneumoniae DNA,LP37657-1,LOINC
40792916,Chlamydophila pneumoniae rRNA,LP37658-9,LOINC
40779732,Chlamydophila psittaci Ab,LP37660-5,LOINC
40789664,Chlamydophila psittaci IgA,LP37661-3,LOINC
40789665,Chlamydophila psittaci IgG,LP37662-1,LOINC
40792917,Chlamydophila psittaci IgM,LP37663-9,LOINC
40789666,Chlamydophila psittaci Ag,LP37664-7,LOINC
37056871,Chlamydophila psittaci DNA,LP37665-4,LOINC
37053252,Chlamydophila sp Ab,LP37666-2,LOINC
37036828,Chocolate IgG,LP37667-0,LOINC
37048971,Choriogonadotropin Ag,LP37669-6,LOINC
37029603,Chromatin IgG,LP37670-4,LOINC
40796221,Chromatin Ab,LP37671-2,LOINC
37031430,Chromogranin Ag,LP37672-0,LOINC
37064111,Chromogranin A Ag,LP37673-8,LOINC
37068268,Chymotrypsin Ag,LP37675-3,LOINC
37052576,Endive (Cichorium endivia) IgG,LP37676-1,LOINC
37042237,Cinnamon (Cinnamomum spp) IgG,LP37678-7,LOINC
37059697,Watermelon (Citrullus lanatus) IgG,LP37680-3,LOINC
37050985,Watermelon (Citrullus lanatus) Ab,LP37681-1,LOINC
37041337,Lime (Citrus aurantifolia) IgG,LP37682-9,LOINC
37033176,Lemon (Citrus limon) IgG,LP37684-5,LOINC
37029238,Lemon (Citrus limon) Ab,LP37685-2,LOINC
37078477,Grapefruit (Citrus paradisis) IgG,LP37686-0,LOINC
37040417,Grapefruit (Citrus paradisis) Ab,LP37687-8,LOINC
37037838,Mandarin (Citrus reticulata) Ab,LP37689-4,LOINC
37059293,Orange (Citrus sinensis) IgG,LP37690-2,LOINC
37024494,Cladosporium cladosporioides IgG,LP37692-8,LOINC
40786385,Cladosporium herbarum Ab,LP37694-4,LOINC
40789667,Cladosporium herbarum IgG,LP37695-1,LOINC
37050598,Cladosporium sp IgG,LP37697-7,LOINC
40783074,Classical swine fever virus Ag,LP37700-9,LOINC
37053330,Classical swine fever virus RNA,LP37701-7,LOINC
40783075,Clostridioides difficile Ab,LP37704-1,LOINC
